label,text
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Now thats going to ruin your thesis!
ham,I can ask around but there's not a lot in terms of mids up here
ham,You call him now ok i said call him
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought braindance a comp.ofstuff on aphex s ;abel
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over 1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,I dled 3d its very imp
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,"Usf I guess, might as well take 1 car"
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,Anything lor... U decide...
ham,Stupid auto correct on my phone
ham,Shopping lor. Them raining mah hard 2 leave orchard.
ham,Enjoy urself tmr...
ham,Also maaaan are you missing out
ham,Already one guy loving you:-.
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,So what did the bank say about the money?
ham,We'll you pay over like <#> yrs so its not too difficult
ham,Shb b ok lor... Thanx...
ham,So u workin overtime nigpun?
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911( 1.50p. m)
ham,Erutupalam thandiyachu
ham,Wot u up 2 u weirdo?
spam,"Latest Nokia Mobile or iPOD MP3 Player + 400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd. 1,50/Mtmsgrcvd18+"
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,Wat r u doing now?
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
spam,"Ur balance is now 600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
spam,"For ur chance to win a 250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,Not directly behind... Abt 4 rows behind _...
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,Im just wondering what your doing right now?
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
spam,"URGENT! Last weekend's draw shows that you have won 1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
ham,Is xy in ur car when u picking me up?
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Mum ask _ to buy food home...
ham,Thats cool. i liked your photos. You are very sexy!
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,Wat r u doing?
ham,Ard 515 like dat. Y?
ham,"<#> , that's all? Guess that's easy enough"
ham,Pathaya enketa maraikara pa'
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Will do. Have a good day
ham,Yo! Howz u? girls never rang after india. L
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Yes.i'm in office da:)
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,"Sure, whenever you show the fuck up >:("
ham,"Yep, by the pretty sculpture"
ham,Wait 2 min..stand at bus stop
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,Havent shopping now lor i juz arrive only
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,Am in gobi arts college
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Prepare to be pounded every night...
ham,Are you free now?can i call now?
ham,We're done...
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,"No, its true..k,Do u knw dis no. <#> ?"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Its good to hear from you
ham,Think + da. You wil do.
ham,No messages on her phone. I'm holding it now
ham,"Sorry, I'll call later in meeting."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX 1.50
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,"I'm back & we're packing the car now, I'll let you know if there's room"
ham,"Aight fuck it, I'll get it later"
ham,"K, jason says he's gonna be around so I'll be up there around <#>"
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,You still coming tonight?
ham,Si si. I think ill go make those oreo truffles.
ham,My battery is low babe
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
spam,"Congratulations - Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,Aight sorry I take ten years to shower. What's the plan?
ham,Goodmorning today i am late for <DECIMAL> min.
ham,Hey you told your name to gautham ah?
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Have you finished work yet? :)
ham,Thought praps you meant another one. Goodo! I'll look tomorrow
ham,2 and half years i missed your friendship:-)
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Its a great day. Do have yourself a beautiful one.
ham,Ok. C u then.
ham,We left already we at orchard now.
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Yes. that will be fine. Love you. Be safe.
ham,"The affidavit says <#> E Twiggs St, division g, courtroom <#> , <TIME> AM. I'll double check and text you again tomorrow"
ham,Lol for real. She told my dad I have cancer
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,Didn't you get hep b immunisation in nigeria.
ham,Thanks honey. Have a great day.
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,To day class is there are no class.
ham,Yunny... I'm goin to be late
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,And now electricity just went out fml.
ham,Sure! I am driving but will reach my destination soon.
ham,What not under standing.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,What is your record for one night? :)
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,neva tell me how i noe... I'm not at home in da aft wat...
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,Dear reached railway. What happen to you
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Sounds great! Are you home now?
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Yeah but which is worse for i
ham,Hmmm:)how many players selected?
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,That depends. How would you like to be treated? :)
spam,Urgent Ur 500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,Whos this am in class:-)
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
