"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
1708,REVIEW_ALERT,ALERT,16161,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.61.33.231",2024-09-20 22:23:50.000
1709,REVIEW_ALERT,ALERT,16162,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.62.34.238",2026-05-11 07:41:08.000
1710,ESCALATE_ALERT,ALERT,16162,ASSIGNED_TO,analyst_silva,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.62.34.238",2026-05-11 09:41:08.000
1711,REVIEW_ALERT,ALERT,16163,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.63.35.245",2025-07-08 22:08:37.000
1712,ESCALATE_ALERT,ALERT,16163,ASSIGNED_TO,analyst_kim,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.63.35.245",2025-07-09 01:08:37.000
1713,REVIEW_ALERT,ALERT,16164,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.64.36.252",2024-10-01 10:45:23.000
1714,REVIEW_ALERT,ALERT,16165,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.65.37.3",2026-01-28 19:01:47.000
1715,ESCALATE_ALERT,ALERT,16165,ASSIGNED_TO,senior_okafor,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.65.37.3",2026-01-28 21:01:47.000
1716,REVIEW_ALERT,ALERT,16166,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.66.38.10",2025-03-02 19:00:22.000
1717,REVIEW_ALERT,ALERT,16167,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.67.39.17",2026-06-03 08:15:00.000
1718,REVIEW_ALERT,ALERT,16168,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.68.40.24",2025-09-07 13:41:12.000
1719,REVIEW_ALERT,ALERT,16169,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.69.41.31",2024-03-10 19:30:50.000
1720,REVIEW_ALERT,ALERT,16170,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.70.42.38",2026-02-07 10:34:38.000
1721,REVIEW_ALERT,ALERT,16171,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.71.43.45",2026-05-22 19:47:53.000
1722,ESCALATE_ALERT,ALERT,16171,ASSIGNED_TO,analyst_patel,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.71.43.45",2026-05-22 21:47:53.000
1723,REVIEW_ALERT,ALERT,16172,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.72.44.52",2024-10-20 07:36:43.000
1724,ESCALATE_ALERT,ALERT,16172,ASSIGNED_TO,analyst_okonkwo,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.72.44.52",2024-10-20 10:36:43.000
1725,REVIEW_ALERT,ALERT,16173,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.73.45.59",2025-10-16 03:40:44.000
1726,REVIEW_ALERT,ALERT,16174,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,analyst_kim,AML_ANALYST,"10.74.46.66",2026-01-04 16:55:13.000
1727,REVIEW_ALERT,ALERT,16175,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,senior_marchetti,SENIOR_ANALYST,"10.75.47.73",2026-02-07 10:10:12.000
1728,REVIEW_ALERT,ALERT,16176,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.76.48.80",2024-10-28 22:09:20.000
1729,REVIEW_ALERT,ALERT,16177,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.77.49.87",2024-09-06 05:13:28.000
1730,ESCALATE_ALERT,ALERT,16177,ASSIGNED_TO,manager_raghavan,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.77.49.87",2024-09-06 07:13:28.000
1731,REVIEW_ALERT,ALERT,16178,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.78.50.94",2026-06-09 20:49:36.000
1732,ESCALATE_ALERT,ALERT,16178,ASSIGNED_TO,manager_fernandez,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.78.50.94",2026-06-09 23:49:36.000
1733,REVIEW_ALERT,ALERT,16179,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.79.51.101",2025-05-12 19:11:57.000
1734,REVIEW_ALERT,ALERT,16180,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.80.52.108",2025-03-15 22:16:33.000
1735,ESCALATE_ALERT,ALERT,16180,ASSIGNED_TO,officer_dubois,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.80.52.108",2025-03-16 00:16:33.000
1736,REVIEW_ALERT,ALERT,16181,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.81.53.115",2025-06-15 17:44:49.000
1737,ESCALATE_ALERT,ALERT,16181,ASSIGNED_TO,analyst_chen,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.81.53.115",2025-06-15 20:44:49.000
1738,REVIEW_ALERT,ALERT,16182,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.82.54.122",2025-09-02 16:33:39.000
1739,REVIEW_ALERT,ALERT,16183,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.83.55.129",2024-12-13 23:01:16.000
1740,ESCALATE_ALERT,ALERT,16183,ASSIGNED_TO,analyst_okonkwo,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.83.55.129",2024-12-14 01:01:16.000
1741,REVIEW_ALERT,ALERT,16184,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.84.56.136",2025-08-15 05:00:13.000
1742,REVIEW_ALERT,ALERT,16185,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.85.57.143",2024-02-27 17:02:21.000
1743,REVIEW_ALERT,ALERT,16186,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.86.58.150",2024-02-23 05:52:20.000
1744,ESCALATE_ALERT,ALERT,16186,ASSIGNED_TO,senior_marchetti,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.86.58.150",2024-02-23 07:52:20.000
1745,REVIEW_ALERT,ALERT,16187,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,senior_okafor,SENIOR_ANALYST,"10.87.59.157",2026-02-10 19:45:36.000
1746,REVIEW_ALERT,ALERT,16188,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.88.60.164",2024-08-04 07:09:17.000
1747,REVIEW_ALERT,ALERT,16189,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,manager_fernandez,COMPLIANCE_MANAGER,"10.89.61.171",2025-12-09 14:52:47.000
1748,REVIEW_ALERT,ALERT,16190,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.90.62.178",2025-01-13 10:45:37.000
1749,REVIEW_ALERT,ALERT,16191,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.91.63.185",2024-12-22 03:11:19.000
1750,REVIEW_ALERT,ALERT,16192,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.92.64.192",2026-01-27 17:30:17.000
1751,ESCALATE_ALERT,ALERT,16192,ASSIGNED_TO,analyst_chen,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.92.64.192",2026-01-27 19:30:17.000
1752,REVIEW_ALERT,ALERT,16193,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,analyst_patel,AML_ANALYST,"10.93.65.199",2026-04-18 14:52:06.000
1753,REVIEW_ALERT,ALERT,16194,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.94.66.206",2026-03-08 21:54:11.000
1754,REVIEW_ALERT,ALERT,16195,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.95.67.213",2024-06-16 09:31:23.000
1755,REVIEW_ALERT,ALERT,16196,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.96.68.220",2024-05-16 19:31:36.000
1756,ESCALATE_ALERT,ALERT,16196,ASSIGNED_TO,analyst_kim,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.96.68.220",2024-05-16 22:31:36.000
1757,REVIEW_ALERT,ALERT,16197,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.97.69.227",2026-04-21 11:50:04.000
1758,REVIEW_ALERT,ALERT,16198,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,senior_okafor,SENIOR_ANALYST,"10.98.70.234",2025-09-28 01:48:31.000
1759,REVIEW_ALERT,ALERT,16199,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.99.71.241",2025-09-13 15:39:01.000
1760,ESCALATE_ALERT,ALERT,16199,ASSIGNED_TO,manager_raghavan,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.99.71.241",2025-09-13 18:39:01.000
1761,REVIEW_ALERT,ALERT,16200,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.50.72.248",2026-05-10 22:15:32.000
1762,REVIEW_ALERT,ALERT,16201,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.51.73.255",2024-05-16 00:53:44.000
1763,ESCALATE_ALERT,ALERT,16201,ASSIGNED_TO,officer_tanaka,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.51.73.255",2024-05-16 02:53:44.000
1764,REVIEW_ALERT,ALERT,16202,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.52.74.6",2026-01-09 09:10:40.000
1765,ESCALATE_ALERT,ALERT,16202,ASSIGNED_TO,officer_dubois,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.52.74.6",2026-01-09 12:10:40.000
1766,REVIEW_ALERT,ALERT,16203,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.53.75.13",2024-05-17 14:50:43.000
1767,REVIEW_ALERT,ALERT,16204,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.54.76.20",2024-10-31 19:45:36.000
1768,ESCALATE_ALERT,ALERT,16204,ASSIGNED_TO,analyst_patel,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.54.76.20",2024-10-31 21:45:36.000
1769,REVIEW_ALERT,ALERT,16205,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.55.77.27",2025-04-22 00:20:14.000
1770,REVIEW_ALERT,ALERT,16206,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.56.78.34",2026-01-26 21:07:24.000
1771,REVIEW_ALERT,ALERT,16207,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_kim,AML_ANALYST,"10.57.79.41",2024-03-09 06:21:09.000
1772,REVIEW_ALERT,ALERT,16208,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.58.80.48",2026-01-13 12:47:20.000
1773,ESCALATE_ALERT,ALERT,16208,ASSIGNED_TO,senior_marchetti,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.58.80.48",2026-01-13 15:47:20.000
1774,REVIEW_ALERT,ALERT,16209,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.59.81.55",2024-04-25 12:09:37.000
1775,REVIEW_ALERT,ALERT,16210,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.82.62",2024-06-09 19:14:53.000
1776,ESCALATE_ALERT,ALERT,16210,ASSIGNED_TO,manager_raghavan,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.60.82.62",2024-06-09 21:14:53.000
1777,REVIEW_ALERT,ALERT,16211,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.61.83.69",2024-06-10 08:25:55.000
1778,ESCALATE_ALERT,ALERT,16211,ASSIGNED_TO,manager_fernandez,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.61.83.69",2024-06-10 11:25:55.000
1779,REVIEW_ALERT,ALERT,16212,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.62.84.76",2025-04-19 07:38:59.000
1780,REVIEW_ALERT,ALERT,16213,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.63.85.83",2024-04-06 22:35:58.000
1781,ESCALATE_ALERT,ALERT,16213,ASSIGNED_TO,officer_dubois,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.63.85.83",2024-04-07 00:35:58.000
1782,REVIEW_ALERT,ALERT,16214,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.64.86.90",2026-05-12 10:57:35.000
